test,predict
3.594333333,3.6882935
3.756555556,3.5298898
3.578666667,3.3624556
3.8262222219999997,3.4288726
3.568,3.481768
3.4548888889999994,3.440632
3.328888889,3.3314364
3.435555556,3.4151027
3.204111111,3.2803824
3.068444444,3.1860828
3.132333333,3.2664793
3.177444444,3.26799
3.168111111,3.2396252
3.5284444439999993,3.2073002
3.7358888889999995,3.163678
3.756444444,3.289329
3.478,3.1883028
3.491555556,3.294769
2.904555556,3.1940982
2.812444444,3.1417708
2.623222222,3.1178262
2.786333333,3.1985445
2.687777778,3.163481
