test,predict
4.449555556,3.4339447
4.023333333,3.3924484
3.948444444,3.2397864
3.3478888890000005,3.071569
3.348,3.3252304
3.424,3.61403
3.420888889,3.5484192
3.226666667,3.3849125
3.051333333,3.4094057
3.029444444,3.2103963
3.196555556,3.068177
3.096888889,2.959313
3.162777778,2.969085
3.1025555559999995,3.02901
3.053555556,3.1836765
3.005888889,3.2125201
3.043444444,3.3831234
3.149888889,3.3095593
3.121888889,3.2352326
3.016777778,3.2293472
3.085555556,3.3206265
3.0960000000000005,3.1710067
2.971333333,3.2267082
