test,predict
3.594333333,3.5531466
3.756555556,3.4329796
3.578666667,3.3112707
3.8262222219999997,3.4806917
3.568,3.4520795
3.4548888889999994,3.3346145
3.328888889,3.3835506
3.435555556,3.426898
3.204111111,3.1495597
3.068444444,3.1425908
3.132333333,3.203763
3.177444444,3.2371948
3.168111111,3.0894122
3.5284444439999993,3.114135
3.7358888889999995,3.108979
3.756444444,3.2345781
3.478,3.139054
3.491555556,3.2376902
2.904555556,3.1006536
2.812444444,3.0266666
2.623222222,3.0592253
2.786333333,3.0807018
2.687777778,2.9910684
