test,predict
3.621444444,3.8567486
3.893555556,3.8267734
3.872444444,3.8526115
3.478777778,3.827214
3.532222222,3.769765
3.648,3.2744274
3.481777778,3.2510824
3.506666667,3.2079656
3.179333333,3.1542535
3.313111111,3.0694835
3.300666667,3.0221536
3.373333333,3.0794094
3.3034444440000006,3.0788603
2.935666667,3.0480835
3.136444444,3.0974023
3.193333333,3.1055057
3.019444444,3.0809453
2.970666667,3.066347
2.930666667,3.1539903
3.073555556,3.1489334
3.0666666670000002,3.096373
3.059333333,3.0363865
2.94,3.070525
