test,predict
3.734555556,3.92244
3.671111111,3.858791
3.699111111,3.8294065
3.3363333330000002,3.8051257
3.146777778,3.5500352
3.118444444,3.2110085
3.182444444,3.172561
3.117555556,3.1877294
3.013111111,3.222241
2.955,3.34309
3.040888889,3.1558387
2.963111111,3.1793807
3.143555556,3.1189115
3.1022222219999995,3.1956575
3.076444444,3.275945
3.000555556,3.234506
2.923888889,3.169641
3.022666667,3.1630058
3.02,3.1494114
3.118222222,3.2575068
3.019666667,3.1087234
3.158,3.0538023
3.036444444,2.992072
