test,predict
3.621444444,3.8641133
3.893555556,3.8092608
3.872444444,3.867997
3.478777778,3.7856715
3.532222222,3.6074717
3.648,3.2155356
3.481777778,3.195904
3.506666667,3.2931182
3.179333333,3.2373881
3.313111111,3.1301022
3.300666667,3.002803
3.373333333,3.069753
3.3034444440000006,3.0939891
2.935666667,3.1051855
3.136444444,3.1394207
3.193333333,3.074779
3.019444444,3.016515
2.970666667,2.9944053
2.930666667,3.1465967
3.073555556,3.1516383
3.0666666670000002,3.247678
3.059333333,3.140144
2.94,2.8806062
